zipcode,total_art_gallery,total_atm,total_bakery,total_bank,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_bowling_alley,total_cafe,total_car_dealer,total_car_repair,total_car_wash,total_clothing_store,total_convenience_store,total_dentist,total_department_store,total_drugstore,total_electronics_store,total_finance,total_florist,total_food,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_gym,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_hospital,total_insurance_agency,total_jewelry_store,total_laundry,total_liquor_store,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_movie_theater,total_moving_company,total_night_club,total_park,total_parking,total_pet_store,total_pharmacy,total_plumber,total_real_estate_agency,total_restaurant,total_school,total_shoe_store,total_shopping_mall,total_spa,total_storage,total_store,total_supermarket,total_tourist_attraction,total_veterinary_care,total_open_now_False,total_open_now_True,total_open_now_nan,mean_user_ratings_total,mean_rating,mean_price_level,mean_Unnamed: 0,population,population_density_square_miles,housing_units,price_level*rating,user_ratings_total_per_capita,rating*population_density,log_home_price_to_income_ratios
90401,0,0,2,1,6,0,1,0,0,20,0,0,0,14,1,0,2,1,4,1,0,43,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,6,2,0,0,39,0,1,0,3,59,0,1101.1774193548388,4.249999999999999,2.282608695652174,5983.548387096775,7256,8550.1,5475,9.701086956521737,0.15176094533556211,36337.924999999996,2.7160867640512225
91740,0,0,3,0,2,0,0,1,0,10,0,2,0,2,2,0,4,1,4,0,0,38,3,0,0,4,0,0,1,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,30,3,0,0,3,47,1,374.843137254902,4.386274509803922,1.5833333333333333,13824.470588235294,26115,5245.8,8681,6.9449346405228765,0.014353556854486004,23009.518823529415,1.746516803436552
93551,0,0,2,0,6,0,1,0,0,5,0,0,0,4,0,0,4,0,1,0,0,22,4,0,0,2,0,0,2,0,5,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,16,1,0,0,0,32,0,502.1875,4.228125,1.7916666666666667,15539.875,51085,698.4,17040,7.575390625000001,0.009830429676030147,2952.9225,1.3209627327631261
90017,1,0,3,0,4,1,0,0,0,16,0,0,0,7,4,0,3,4,2,0,1,42,2,0,0,4,0,1,2,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,22,0,3,2,0,0,34,2,0,0,4,49,0,789.5283018867924,4.2566037735849065,1.9714285714285715,980.509433962264,26728,36800.8,12036,8.39159029649596,0.029539370767988342,156646.42415094344,2.992449035821485
91755,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,1,0,3,0,0,21,2,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0,1,0,0,16,0,0,0,2,32,0,381.79411764705884,4.149999999999999,1.35,14095.5,27734,8927.3,9141,5.602499999999998,0.013766283898718498,37048.294999999984,2.421347345692764
93534,0,0,2,0,0,0,0,0,0,8,0,2,0,2,1,0,0,1,0,0,1,18,2,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,16,1,0,0,5,18,0,379.2608695652174,4.3,1.6666666666666667,15330.478260869566,39088,2203.2,15929,7.166666666666667,0.0097027443093844,9473.759999999998,1.6325732172002263
90015,0,0,1,0,10,0,0,0,0,10,0,1,0,5,1,0,1,1,3,1,0,30,4,0,0,2,0,0,0,1,4,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,25,1,0,0,9,33,0,507.4523809523809,4.276190476190477,2.230769230769231,709.4761904761905,21801,12744.7,10609,9.53919413919414,0.02327656442146603,54498.76476190478,2.818064623438953
90220,0,0,1,0,0,0,0,0,0,6,0,3,0,3,4,0,1,2,1,0,0,34,1,0,2,4,0,0,1,2,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,26,1,0,0,5,37,2,277.6818181818182,4.131818181818181,1.3846153846153846,3943.409090909091,53703,7771.1,14142,5.720979020979019,0.005170694713178373,32108.772272727267,1.6982135566927843
90305,0,0,0,0,1,0,0,1,0,3,0,1,0,2,1,0,0,0,0,0,1,14,4,0,0,3,0,1,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,1,21,1,0,0,3,23,2,204.78571428571428,3.832142857142857,1.4,5684.821428571428,15397,6661.6,6211,5.364999999999999,0.01330036463504022,25528.202857142856,1.8459895308323213
90404,0,0,0,0,3,0,1,0,0,10,0,1,0,0,2,0,0,1,1,0,0,21,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,17,2,0,0,6,18,0,241.16666666666663,4.283333333333332,1.8461538461538465,6166.833333333332,22819,11451.2,10697,7.907692307692307,0.010568678148326686,49049.30666666666,2.375121220415828
90275,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,2,8,0,154.4,3.59,2.5,5227.7,42421,3137.1,16838,8.975,0.0036397067490158176,11262.188999999998,2.124819216190701
93553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,,15785.0,1781,20.6,724,,0.0,0.0,1.3921905232948126
91356,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,1,177.75,3.5250000000000004,1.0,11331.0,30804,4199.9,12669,3.5250000000000004,0.00577035449941566,14804.647500000001,2.4661429000613873
91042,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,22,0,212.8636363636364,4.422727272727274,1.2941176470588236,9363.772727272728,26631,533.8,10617,5.723529411764708,0.007993077104263318,2360.8518181818185,2.2552351508677173
91733,0,0,1,0,1,0,0,0,0,2,0,1,0,1,6,0,1,2,0,0,0,26,1,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,1,0,0,9,23,2,256.29411764705884,4.170588235294116,1.3,13758.14705882353,44968,6733.2,11550,5.421764705882351,0.005699477798591417,28081.40470588234,2.2173516113135427
91605,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,7,0,0,0,0,9,0,468.0,4.233333333333333,1.2857142857142858,12694.333333333336,52210,9554.9,16636,5.442857142857143,0.008963800038306838,40449.07666666667,2.27737638980502
91792,0,0,0,0,1,0,0,0,0,7,0,2,0,3,4,0,2,3,4,1,0,32,2,0,0,2,0,0,1,3,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,1,2,41,0,160.7906976744186,4.2162790697674435,1.5416666666666667,14959.06976744186,29839,7766.3,9079,6.500096899224809,0.005388608789651751,32744.888139534898,1.7872276447924766
90715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.5,2.5,,7551.0,20136,11841.4,6389,,2.483114819229241e-05,29603.5,1.8162541170922277
90240,0,0,2,0,1,0,0,0,0,8,0,1,0,0,2,0,0,1,2,0,0,31,1,0,0,2,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,24,0,0,0,4,37,1,510.69047619047615,4.288095238095237,1.6296296296296295,4267.9047619047615,26205,8901.3,7751,6.988007054673719,0.019488283769909413,38169.62214285713,1.9432228539784016
91020,0,1,2,0,3,0,1,2,0,9,0,0,1,3,3,0,1,1,0,2,1,35,0,1,0,2,0,0,0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,0,28,1,0,0,2,46,1,187.14285714285717,4.375510204081633,1.7037037037037035,9121.346938775509,8720,11595.4,3829,7.454572940287226,0.021461336828309308,50735.79102040816,2.087682253502195
90059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,1,5,0,445.66666666666674,3.9333333333333336,1.3333333333333333,3019.333333333333,45952,13868.2,11159,5.2444444444444445,0.009698525998142991,54548.25333333334,2.034513418495016
91776,0,0,1,0,1,0,0,0,0,15,0,2,0,0,1,0,0,0,5,1,1,46,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,24,4,0,0,2,56,0,277.82758620689657,4.218965517241379,1.4166666666666667,14711.465517241379,38410,11280.7,12595,5.976867816091954,0.007233209742434172,47592.88431034483,2.4071878998529956
90266,0,0,4,0,11,0,1,3,0,20,0,1,0,9,2,0,2,2,3,0,2,46,1,0,0,3,0,0,0,4,3,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,0,3,0,0,0,37,2,0,0,7,52,0,425.88135593220335,4.405084745762712,2.0,4937.28813559322,35573,9037.1,15363,8.810169491525423,0.011972039353785269,39809.191355932206,2.563318673785401
90048,1,0,1,0,4,0,0,0,0,10,0,0,0,7,1,0,3,1,3,0,1,33,5,0,0,3,0,0,0,2,6,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,2,1,0,0,27,2,0,0,10,36,1,401.9787234042552,4.2042553191489365,2.393939393939394,2702.872340425532,22892,12139.4,13382,10.064732430689878,0.017559790468471746,51037.1370212766,2.5689323292750386
90210,0,0,2,0,4,0,0,1,0,10,0,0,0,7,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,23,1,0,0,6,31,3,287.95,4.2799999999999985,2.821428571428572,3842.3,19909,1966.4,9843,12.075714285714284,0.014463308051634939,8416.191999999997,2.6342752842387447
91011,1,0,2,0,2,0,0,2,0,11,0,1,0,3,1,0,3,1,2,1,0,37,3,0,0,3,0,0,0,2,6,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,0,0,0,24,0,1,0,0,0,28,1,0,0,6,40,2,203.16666666666663,4.245833333333331,1.8378378378378382,9142.395833333334,20423,1723.0,7030,7.80315315315315,0.00994793451827188,7315.57083333333,2.162172582898177
90049,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,75.4,4.5,2.333333333333333,3116.6,36964,2461.1,18167,10.499999999999998,0.0020398225300292177,11074.949999999999,2.7515481464512135
90710,0,0,1,0,0,0,1,0,0,3,0,0,0,1,1,0,1,0,1,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,16,0,0,0,0,27,3,125.26666666666668,4.12,1.2666666666666666,7337.0,28185,11972.9,9495,5.218666666666667,0.004444444444444445,49328.348,2.0590996246026685
91202,0,0,1,0,1,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,21,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,19,2,0,0,3,25,0,129.0,4.017857142857143,1.6666666666666667,9942.5,23317,11376.3,9224,6.696428571428572,0.005532444139469057,45708.34821428572,2.3328805400880737
90007,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,1,0,1,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,4,19,0,523.5217391304348,4.282608695652173,1.7333333333333334,805.9565217391304,41716,16908.7,12914,7.4231884057971,0.012549662938211591,72413.3456521739,3.136359063713003
90606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,157.42857142857142,4.1,1.2,6898.571428571428,32803,8671.3,9026,4.919999999999999,0.004799212615570875,35552.329999999994,1.802927526743772
90807,0,0,1,0,3,0,0,0,0,10,0,0,0,2,5,0,0,4,3,2,1,39,1,0,0,3,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,24,1,0,0,3,44,0,394.2765957446808,4.342553191489362,1.7428571428571429,8140.148936170212,32067,5493.0,13245,7.568449848024317,0.012295400123013714,23853.644680851063,2.0168626931822007
91367,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,16,2,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,24,0,579.5,4.254166666666666,2.0625,11700.5,45282,6093.9,19188,8.77421875,0.01279757961220794,25924.466249999998,2.0273791737358127
90201,0,0,2,0,2,0,0,0,0,9,0,2,0,2,5,0,2,2,0,0,1,37,1,0,0,3,0,0,0,2,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,29,0,0,0,3,46,1,338.58,4.183999999999998,1.3548387096774193,3712.06,102433,17252.3,24723,5.66864516129032,0.003305380102115529,72183.62319999997,2.2195995511652558
90270,0,0,6,0,2,0,1,0,0,7,0,1,0,3,2,0,0,0,0,0,0,34,1,0,0,5,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,28,3,0,0,4,40,3,234.5106382978724,3.9851063829787226,1.48,4884.8510638297885,27454,21759.3,6857,5.897957446808509,0.008541947923722313,86713.12531914891,2.2456633655457345
90001,0,0,3,0,0,0,1,0,0,5,0,3,0,2,2,0,0,2,1,0,0,32,0,0,0,6,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,22,0,0,0,0,0,26,3,0,0,4,37,4,312.4,4.286666666666667,1.5909090909090908,32.022222222222226,58975,16838.6,14294,6.81969696969697,0.0052971598134802875,72181.46533333334,2.1662051875981247
91040,0,0,1,0,2,0,0,0,0,4,0,0,0,2,5,0,0,0,1,1,0,29,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,4,33,3,96.95,3.9825,1.3636363636363635,9298.675,20207,2463.3,7717,5.430681818181817,0.004797842331865195,9810.09225,1.8922264101582638
90061,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,8,5,106.3846153846154,3.3307692307692305,1.0,2854.8461538461543,27646,10386.4,7649,3.3307692307692305,0.0038481015475879117,34594.70153846154,2.1240059897373906
93535,0,0,1,0,1,0,0,0,0,3,0,1,0,1,3,0,1,1,2,0,0,12,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,2,0,0,0,14,0,381.1428571428572,4.014285714285714,1.4166666666666667,15378.357142857143,72948,282.8,23329,5.686904761904763,0.005224856845189137,1135.24,1.420882391282847
91331,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,2,2,1,0,0,10,2,0,0,5,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,9,2,0,0,0,11,0,357.1818181818182,3.918181818181819,1.5714285714285714,11013.181818181818,105799,11951.0,23978,6.157142857142858,0.003376041533301999,46826.19090909092,1.869914276756707
91780,0,0,0,0,0,0,1,0,0,7,0,2,0,3,5,0,2,3,2,0,0,32,1,0,0,1,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,0,25,1,0,0,2,43,1,190.5434782608696,4.065217391304347,1.4074074074074074,14785.217391304348,35351,9238.4,11827,5.721417069243155,0.0053900449283151705,37556.104347826076,2.3070160703929403
90640,0,0,2,0,4,0,0,1,0,10,0,0,0,9,3,0,6,3,2,2,0,36,3,0,0,3,0,0,0,3,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,31,1,0,0,3,47,0,505.72,4.198000000000001,1.65625,6661.74,63177,7440.8,20502,6.952937500000002,0.008004811877740317,31236.47840000001,2.1651425700342717
91803,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,2,1,2,0,1,28,4,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23,0,0,0,3,39,0,545.1666666666666,4.128571428571428,1.5862068965517242,14811.857142857143,30385,9303.1,10222,6.548768472906404,0.017941966979320937,38408.51285714286,2.2787241707483545
90211,0,0,0,0,4,0,0,0,0,9,0,1,0,3,1,0,0,1,1,0,0,32,1,0,1,1,0,0,0,1,6,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,26,0,0,0,10,31,4,272.0888888888889,3.8866666666666663,2.24,3676.666666666666,7969,11378.1,4507,8.706133333333334,0.03414341685141033,44222.882,2.945828513358749
90232,0,0,1,0,7,0,0,1,0,10,0,0,0,0,2,0,0,1,2,0,1,30,0,0,0,4,0,0,0,3,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,23,2,0,0,5,32,2,375.35897435897436,4.3128205128205135,2.2222222222222223,3689.717948717949,14660,6960.6,6831,9.584045584045587,0.02560429565886592,30019.818461538467,2.5219730003377068
91364,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,9,0,148.22222222222226,4.455555555555557,1.5714285714285714,7583.222222222223,27340,3600.7,11449,7.001587301587303,0.005421441924733806,16043.118888888892,2.0578799756892465
91405,0,0,1,0,0,0,0,0,0,3,0,2,0,3,3,0,0,2,1,0,0,18,3,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,14,1,0,0,0,21,1,542.3181818181819,4.168181818181818,1.4117647058823528,12316.863636363636,55384,16737.9,18751,5.884491978609625,0.00979196486021562,69766.61045454546,2.3514758526450756
90504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,1,0,0,0,18,0,322.3888888888889,4.272222222222221,1.6428571428571428,6395.61111111111,33721,7576.2,12333,7.018650793650791,0.00956047830399125,32367.209999999992,1.9527504056195457
90293,0,0,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,1,19,0,265.05,4.4449999999999985,1.6842105263157894,5651.8,12694,4440.6,7059,7.486315789473681,0.0208799432802899,19738.466999999993,1.9630660724200244
91724,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0,2,2,0,0,21,1,1,1,2,0,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,2,23,1,286.61538461538464,3.996153846153846,1.4375,13587.730769230771,26091,4184.8,8362,5.7444711538461535,0.010985220367766075,16723.104615384615,1.8066248645487806
90248,0,0,2,0,1,0,0,0,0,6,0,1,0,3,0,0,1,0,1,0,0,20,2,0,1,3,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,20,2,0,0,2,29,2,545.1212121212121,4.351515151515152,1.631578947368421,4425.363636363636,11512,2452.5,3977,7.0998405103668265,0.04735243329753406,10672.09090909091,1.9847704409802844
90502,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,15,0,466.6,4.28,1.5,6367.666666666668,18188,8137.0,6415,6.42,0.025654277545634485,34826.36,1.8171095005703437
91343,0,0,0,0,0,0,0,0,0,4,0,4,0,1,2,0,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,1,20,0,297.5238095238095,4.095238095238095,1.3636363636363635,11240.047619047617,66590,11264.9,18357,5.584415584415583,0.004467995337495262,46132.44761904761,2.045367536629298
90026,1,0,1,0,4,0,0,0,0,17,0,0,0,8,2,0,0,1,0,0,0,43,1,0,0,4,0,0,0,2,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,32,2,0,0,11,40,1,282.92307692307685,4.413461538461538,1.7777777777777777,1445.3653846153845,69589,16474.8,27514,7.846153846153846,0.004065629293754427,72710.89615384614,2.548422163451679
90292,0,0,1,0,7,0,0,1,0,12,0,0,0,2,1,0,0,1,1,2,1,31,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,23,1,0,0,2,35,1,448.73684210526324,3.947368421052632,2.066666666666667,5536.815789473684,22490,11046.9,14360,8.157894736842106,0.019952727528024156,43606.18421052632,2.157169684753445
90706,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,1,9,0,508.0,4.25,1.5,7323.5,77529,12689.6,25209,6.375,0.006552386848792065,53930.8,2.0576001960039902
90039,0,0,1,0,5,0,0,0,0,9,0,0,0,3,1,0,0,1,2,0,0,30,3,0,1,1,0,0,0,3,5,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,26,1,0,0,2,40,0,319.42857142857144,4.480952380952381,1.8333333333333333,2168.4523809523807,29589,7848.0,12288,8.215079365079365,0.010795517639277144,35166.514285714286,2.2410912206406466
90745,0,0,3,0,0,0,0,0,0,8,0,1,0,1,1,0,1,1,2,1,1,25,3,0,0,4,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,31,0,318.4193548387097,4.232258064516127,1.619047619047619,7743.645161290324,56821,6846.3,15673,6.852227342549921,0.005603902691587788,28975.308387096764,1.698958624636249
90280,0,0,5,0,1,0,0,0,0,17,0,3,0,4,4,0,4,3,7,0,1,39,3,0,0,2,0,0,0,3,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,33,1,0,0,1,48,2,581.7450980392158,4.2470588235294136,1.5588235294117647,4852.274509803921,95103,13018.7,24385,6.620415224913498,0.006117000494613375,55291.18470588238,2.0123922087894033
90033,0,0,1,0,1,0,0,1,0,9,0,1,0,2,2,0,0,1,5,0,0,31,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,27,2,0,0,5,34,5,315.0,4.038636363636363,1.4782608695652173,1737.9318181818182,47583,14563.1,14061,5.970158102766797,0.006620011348590883,58815.065227272724,2.404197171981229
90010,0,0,2,0,4,0,0,1,0,13,0,0,0,2,2,0,1,1,2,1,1,36,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,28,0,0,0,4,44,1,337.06122448979585,4.106122448979591,1.6363636363636365,396.1020408163265,3702,8095.1,2294,6.719109461966604,0.09104841288217068,33239.471836734694,2.651582985634707
90212,0,0,1,0,4,0,0,0,0,8,0,0,0,4,0,0,2,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0,2,0,0,0,16,0,0,0,3,22,0,284.16,4.392,2.6842105263157894,3887.72,13156,13771.9,6711,11.789052631578947,0.021599270294922472,60486.1848,3.059247818621798
90701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,225.0,4.5,,7194.0,16858,10342.2,4861,,0.013346778977340136,46539.9,2.071501588336864
93552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,11,0,305.45454545454544,4.172727272727273,1.5714285714285714,15647.909090909092,40266,830.7,10802,6.557142857142857,0.007585917286409016,3466.284545454546,1.3387719471009984
