zipcode,total_art_gallery,total_atm,total_bakery,total_bank,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_bowling_alley,total_cafe,total_car_dealer,total_car_repair,total_car_wash,total_clothing_store,total_convenience_store,total_dentist,total_department_store,total_drugstore,total_electronics_store,total_finance,total_florist,total_food,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_gym,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_hospital,total_insurance_agency,total_jewelry_store,total_laundry,total_liquor_store,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_movie_theater,total_moving_company,total_night_club,total_park,total_parking,total_pet_store,total_pharmacy,total_plumber,total_real_estate_agency,total_restaurant,total_school,total_shoe_store,total_shopping_mall,total_spa,total_storage,total_store,total_supermarket,total_tourist_attraction,total_veterinary_care,total_open_now_False,total_open_now_True,total_open_now_nan,mean_user_ratings_total,mean_rating,mean_price_level,mean_Unnamed: 0,population,population_density_square_miles,housing_units,price_level*rating,user_ratings_total_per_capita,rating*population_density,log_home_price_to_income_ratios
91008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0,4.8,,8874.0,1141,563.6,563,,0.014899211218229623,2705.28,2.6112609632700563
91606,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,1,0,0,3,13,0,238.375,4.2625,1.4545454545454546,13138.0625,44476,13346.1,16203,6.2,0.005359632161165573,56887.75125,2.4401602845513963
91324,0,0,4,0,4,0,0,0,0,15,0,0,0,6,1,0,5,1,2,1,0,38,4,0,0,2,0,0,0,1,5,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,26,0,0,0,2,46,1,431.79591836734687,4.306122448979592,1.7027027027027026,10860.632653061224,29617,6747.4,10538,7.332046332046333,0.014579326682896541,29055.1306122449,2.0471749594722537
93536,0,0,0,0,1,0,0,0,0,3,0,0,0,2,4,0,0,4,0,1,0,18,2,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,1,22,0,304.9130434782609,4.030434782608697,1.8125,15392.08695652174,72383,298.2,23100,7.305163043478262,0.004212495247202532,1201.8756521739133,1.3980976038836348
93550,0,0,2,0,1,0,1,1,0,4,0,3,0,4,4,0,1,1,0,1,0,32,1,1,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,22,0,3,1,0,0,18,0,0,1,3,33,2,347.2894736842105,4.2105263157894735,1.5,15580.289473684208,77006,392.6,23396,6.315789473684211,0.004509901484094882,1653.0526315789473,1.617682179214097
91345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,37.0,3.9,,11362.0,19205,5925.9,5516,,0.0019265816193699558,23111.01,1.7605319286482144
91103,1,0,2,0,4,0,0,0,0,3,0,1,0,6,1,0,0,1,1,0,0,28,2,0,1,2,0,0,2,1,3,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,25,0,0,0,7,36,1,213.29545454545453,4.145454545454546,1.947368421052632,9487.568181818182,28425,5276.1,9088,8.072727272727276,0.007503797873191013,21871.832727272733,2.274850600577989
91384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48.0,4.5,,11990.0,28842,265.6,7138,,0.0016642396505096733,1195.2,1.514996903920474
90036,0,0,3,0,7,0,0,1,0,22,0,0,0,4,0,0,0,0,4,0,2,47,6,0,0,8,0,0,0,4,6,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,22,0,0,2,0,0,43,5,1,0,7,55,0,896.0,4.36451612903226,1.9791666666666667,1671.967741935484,37988,15377.8,20661,8.638104838709681,0.023586395703906495,67116.65612903227,2.728038888465668
91423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,506.5,4.5,2.0,12521.0,33737,7732.4,16333,9.0,0.01501319026588019,34795.799999999996,2.363937262347352
91007,0,0,0,0,1,0,0,0,0,7,0,0,0,12,1,0,3,1,2,0,0,30,3,0,0,2,0,0,0,1,4,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,20,0,6,1,0,0,25,0,0,0,1,44,0,525.2888888888889,4.322222222222224,1.8214285714285716,8816.422222222222,34523,6210.5,12800,7.872619047619051,0.01521562114789818,26843.16111111112,2.539430713262687
90291,0,0,5,0,4,0,0,0,0,17,0,0,0,10,3,0,2,2,2,0,1,39,2,0,0,4,0,0,0,5,3,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,27,0,3,0,0,0,37,1,0,0,3,50,0,398.5283018867925,4.366037735849057,2.054054054054054,5527.452830188679,27525,11016.9,15640,8.968077511473737,0.0144787757270406,48100.20113207547,2.8082656104550536
90022,0,0,3,0,0,0,0,0,0,11,0,1,0,7,2,0,3,2,3,0,1,34,2,0,1,3,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,31,0,0,0,4,45,1,406.38,4.1739999999999995,1.5483870967741935,1265.44,65890,15037.8,18328,6.462967741935483,0.006167551980573683,62767.77719999999,2.1535099824126616
91401,0,0,0,0,0,0,1,0,0,2,0,1,0,3,3,0,0,2,1,2,0,12,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,13,0,0,0,2,16,2,182.25,4.025,1.75,12155.3,41412,11992.5,15582,7.043750000000001,0.004400898290350623,48269.81250000001,2.4798127353843737
91723,0,1,1,0,1,0,0,1,0,6,0,2,0,1,3,0,0,1,1,3,0,26,3,1,0,0,0,0,0,1,7,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,26,0,0,0,6,37,0,390.04651162790697,4.306976744186047,1.5,13526.697674418603,18875,8126.6,6439,6.46046511627907,0.02066471584783613,35001.077209302326,1.9499256912007155
90255,0,0,2,0,2,0,1,0,0,11,0,2,0,4,4,0,3,4,5,0,0,39,6,0,0,3,0,0,1,4,10,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,30,2,0,0,2,49,0,596.4313725490197,4.217647058823529,1.5,4307.254901960784,75560,20321.3,19016,6.326470588235293,0.007893480314306771,85708.07117647056,2.1813674063654207
90732,0,0,3,0,0,0,0,0,0,5,0,0,0,1,2,0,1,1,4,1,0,31,1,0,0,4,0,0,1,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,25,2,0,0,2,38,0,244.7,4.215,1.4838709677419355,7601.225,22273,6500.4,9194,6.2545161290322575,0.010986396084945898,27399.185999999998,1.790898291371774
90064,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,6,0,209.125,4.2625,2.142857142857143,3022.875,25429,6339.7,11734,9.133928571428571,0.00822387824924299,27022.97125,2.4535790420031707
90803,0,0,1,0,9,0,0,1,0,8,0,0,0,6,2,0,2,2,2,0,1,39,2,0,0,4,0,0,1,5,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,27,0,3,0,0,0,28,2,0,0,3,50,0,462.56603773584914,4.343396226415093,1.9047619047619049,8269.867924528302,32389,8031.3,18166,8.273135669362082,0.014281578243720063,34883.118113207536,2.2776961483970855
90041,0,0,1,0,3,0,0,0,0,11,0,0,0,5,5,0,2,4,2,0,1,38,2,0,0,4,0,0,1,6,4,0,0,1,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,21,0,2,0,0,0,29,2,0,0,5,43,0,217.875,4.258333333333334,1.7241379310344829,2370.625,29516,8181.5,10191,7.3419540229885065,0.007381589646293536,34839.55416666667,2.1605237132783497
90002,0,0,0,0,0,0,0,0,0,3,0,1,0,3,4,0,0,1,1,0,0,22,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,17,0,0,0,5,23,3,176.1290322580645,3.9580645161290313,1.0666666666666669,79.25806451612904,53111,17345.1,13334,4.2219354838709675,0.0033162439467918983,68653.02483870965,2.1565908358285686
90021,0,0,1,0,4,0,0,0,0,9,0,0,0,6,1,0,1,0,0,1,0,27,2,0,1,0,1,2,0,2,4,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,18,0,2,1,0,0,23,0,0,0,10,25,3,444.3684210526316,4.371052631578949,2.0,1041.2105263157894,2922,1411.3,2059,8.742105263157898,0.15207680391944955,6168.866578947371,4.073960869711415
90013,0,0,1,0,8,0,0,4,0,15,0,0,0,4,2,0,0,2,2,0,0,34,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,28,1,1,0,11,34,0,924.1555555555556,4.453333333333333,2.1153846153846154,765.7333333333332,11937,17791.9,8226,9.42051282051282,0.07741941489114146,79233.26133333334,3.2653874524728126
91206,0,0,0,0,1,0,0,0,0,5,0,0,0,2,1,0,1,1,2,1,0,18,4,0,0,4,0,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,18,1,0,0,3,24,0,249.9259259259259,4.211111111111111,1.95,10165.851851851852,34386,5845.6,14079,8.211666666666666,0.007268246551675853,24616.471111111114,2.478288597486425
90043,0,0,1,0,1,0,0,0,0,2,0,1,0,1,5,0,0,2,1,0,0,29,2,0,0,6,0,1,0,4,2,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,22,0,0,0,4,34,2,272.35,4.1825,1.4545454545454546,2455.7,44627,10796.3,18472,6.083636363636364,0.0061028077173011855,45155.52475,2.332859020157521
90024,0,0,2,0,0,0,0,0,0,10,0,0,0,2,2,0,0,1,1,1,1,36,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,23,3,0,0,7,36,1,322.47727272727275,4.277272727272727,1.8125,1918.5681818181815,50288,17125.5,19444,7.7525568181818185,0.006412608827697915,73250.4340909091,2.919936319718068
90004,0,0,0,0,2,0,0,0,0,9,0,0,0,1,1,0,0,1,1,0,0,20,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,3,21,0,257.75,4.383333333333334,1.7647058823529411,211.04166666666663,61586,20204.8,24883,7.73529411764706,0.0041852044295781505,88564.37333333334,3.0348709387912436
90713,0,0,0,0,0,0,0,0,0,7,0,1,0,3,5,0,3,4,1,0,0,32,2,0,0,6,0,0,1,6,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,23,1,0,0,0,37,2,222.48717948717945,4.253846153846155,1.5357142857142858,7495.025641025641,29061,8562.8,9544,6.53269230769231,0.00765586798414299,36424.83384615385,1.7305133910818085
90063,0,0,1,0,0,0,0,0,0,3,0,1,0,2,1,0,0,1,1,0,1,16,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,22,1,0,0,4,18,5,208.48148148148152,4.2703703703703715,1.5714285714285714,2854.037037037037,52951,16180.8,14377,6.710582010582012,0.003937252959934308,69098.0088888889,2.0914261607506512
90037,0,1,1,0,2,0,0,0,0,2,0,1,0,2,2,0,2,1,0,2,0,25,1,0,0,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,18,2,0,0,1,29,2,387.75,4.171875,1.2727272727272727,1919.5,65016,22916.0,18358,5.309659090909091,0.00596391657438169,95602.6875,2.3911164626025743
91303,0,0,2,0,3,0,0,0,0,12,0,3,0,5,1,0,3,1,3,0,0,23,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,13,0,1,2,0,0,22,0,0,0,3,28,1,592.0,4.156250000000001,1.5909090909090908,10606.1875,31053,14353.9,10342,6.61221590909091,0.019064180594467524,59658.39687500001,2.0594257590719938
90046,0,1,1,0,4,0,0,0,0,16,0,0,0,7,3,0,1,2,3,2,2,36,2,0,1,6,0,0,1,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,34,2,0,0,7,39,1,357.48936170212767,4.236170212765957,2.1379310344827585,2595.3829787234044,50587,8745.6,31966,9.05663976522377,0.007066822735132102,37047.85021276596,2.8314392503122248
91505,0,0,3,0,6,0,0,0,0,21,0,1,0,3,6,0,1,3,2,0,0,52,2,0,0,5,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,39,2,0,0,8,50,2,410.1833333333333,4.135000000000002,1.7674418604651163,12410.3,30680,6086.9,13431,7.308372093023259,0.01336973055193394,25169.331500000008,2.064852644458822
90304,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,15,0,294.73333333333335,3.86,1.1,5871.9333333333325,25591,16335.1,6772,4.246,0.011517069803186017,63053.486,2.2177861738954
91504,0,0,1,0,1,0,1,0,0,7,0,1,0,3,2,0,2,1,2,1,0,22,3,1,0,3,0,0,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,15,1,0,0,2,25,0,456.2592592592592,4.2296296296296285,1.5882352941176472,12626.740740740739,26863,5442.6,9791,6.717647058823529,0.016984672570422483,23020.182222222218,2.2516561447393477
90250,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,1,3,1,0,13,2,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,16,0,0,0,1,16,0,748.1176470588235,3.9647058823529417,1.6666666666666667,4441.823529411765,96836,14464.5,33467,6.607843137254903,0.007725614926874546,57347.48823529413,2.265257414602529
90301,0,0,0,0,2,0,0,0,0,7,0,0,0,4,6,0,2,2,2,0,0,42,1,0,0,4,0,0,1,2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,25,1,0,0,4,47,0,467.90196078431364,4.247058823529411,1.4722222222222223,5736.254901960784,37291,15051.6,12686,6.252614379084966,0.012547315995396038,63925.030588235284,2.1954229226027064
90018,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,4,27,2,238.42424242424244,4.327272727272727,1.6153846153846154,1050.4848484848483,53256,18390.2,17444,6.99020979020979,0.004476946117324666,79579.4109090909,2.496774907014765
90044,0,0,1,0,0,0,0,0,0,5,0,0,0,1,2,0,1,1,0,1,1,23,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,3,0,0,0,22,1,0,0,4,24,6,311.0588235294117,4.123529411764705,1.3333333333333333,2407.3235294117653,96436,18774.4,29921,5.498039215686274,0.003225546720409512,77416.7905882353,2.351471015286858
91107,1,0,2,0,2,0,1,1,0,18,0,1,0,7,7,0,5,5,2,0,0,51,3,0,1,2,0,0,1,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,1,4,0,0,0,36,0,0,0,6,56,0,346.758064516129,4.2306451612903215,1.5918367346938775,9574.629032258064,32364,3933.1,13752,6.734496379196838,0.010714314192192839,16639.550483870964,2.127120658286274
90802,0,0,2,0,12,0,0,0,0,16,0,0,0,9,3,0,1,3,0,1,0,43,1,0,0,1,0,0,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,27,0,3,1,0,0,32,0,0,0,7,49,0,682.2142857142858,4.3875,1.9268292682926829,8155.142857142857,39453,6082.5,22796,8.453963414634146,0.017291822819919544,26686.96875,1.978035945568624
91316,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,4,0,137.25,4.2250000000000005,1.0,10726.5,29964,5984.2,12903,4.2250000000000005,0.004580496595915098,25283.245000000003,2.1933466227016747
91108,0,0,0,0,0,0,0,1,0,5,0,0,0,9,0,0,0,0,0,1,0,16,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,23,0,0,0,16,16,2,72.26470588235293,4.020588235294118,1.7,9801.823529411764,13538,3552.6,5171,6.835,0.00533791593162601,14283.541764705882,2.461500574040133
90056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,766.0,3.7,1.0,2459.0,7795,4935.0,3540,3.7,0.09826812059012187,18259.5,2.385571734280459
90670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,3,0,236.0,4.525,,7131.5,16578,1959.0,5038,,0.014235734105440946,8864.475,1.8569921937951022
90602,0,0,0,0,4,0,0,0,0,6,0,1,0,3,2,0,0,2,0,0,0,20,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,24,0,185.25,4.341666666666667,1.7142857142857142,6669.5,25981,7001.7,8081,7.442857142857143,0.007130210538470421,30399.0475,2.2904699208058594
91789,0,0,1,0,1,0,0,0,0,8,0,1,0,2,0,0,2,0,0,0,0,16,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,15,0,0,0,4,19,1,147.79166666666666,3.6666666666666665,1.6363636363636365,14821.041666666664,44474,2844.8,13948,6.0,0.003323102636746563,10430.933333333334,1.9627469695498725
90746,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,7,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,1,0,0,0,10,1,273.09090909090907,3.9454545454545458,1.5,7275.181818181818,26996,4628.3,8244,5.918181818181819,0.01011597677770444,18260.747272727276,1.6987576312007806
91214,0,0,1,0,0,1,0,0,0,9,0,2,0,1,2,0,0,2,4,1,0,32,1,0,0,2,0,1,2,2,5,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,26,0,0,0,0,43,2,120.66666666666669,4.215555555555556,1.6538461538461535,10211.066666666668,30654,4062.0,10893,6.9718803418803414,0.0039364085165611885,17123.58666666667,1.9847895303282965
91006,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0,29,1,391.26666666666665,4.3533333333333335,1.807692307692308,8775.966666666667,33012,5225.0,11378,7.869487179487181,0.011852255745385516,22746.166666666668,2.2550103122540217
90031,0,0,0,0,0,0,1,1,0,1,0,1,0,6,2,0,0,2,1,0,1,12,3,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,0,3,0,0,0,20,2,0,0,2,22,1,189.92,4.416,1.5,1652.08,38535,11158.6,12281,6.6240000000000006,0.004928506552484754,49276.37760000001,2.3857817627482416
91801,0,0,2,0,4,0,0,0,0,14,0,1,0,5,9,0,2,5,1,0,0,48,3,0,0,5,0,0,0,6,3,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,28,0,3,0,0,0,30,2,0,0,0,53,2,367.2,4.069090909090908,1.4047619047619049,14834.872727272726,54479,12501.4,21137,5.7161038961038955,0.006740211824739808,50869.33309090908,2.335495084793249
90290,0,0,0,0,1,0,1,1,0,4,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,4,0,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,1,0,0,6,14,6,58.615384615384606,4.319230769230769,2.0,5453.307692307692,5371,267.9,2567,8.638461538461538,0.010913309367973302,1157.121923076923,2.128930897595279
91770,0,0,0,0,1,0,0,0,0,12,0,0,0,3,3,0,3,1,4,0,0,39,2,1,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,0,29,3,0,0,6,45,1,441.5961538461538,4.180769230769232,1.4594594594594594,14472.25,63425,9875.0,18014,6.101663201663203,0.006962493556896395,41285.09615384616,2.2801700029966065
90501,0,0,1,0,2,0,0,0,0,8,0,2,0,1,5,0,0,2,1,1,0,30,0,0,0,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,0,0,0,2,36,1,303.2564102564103,4.223076923076923,1.827586206896552,6216.3076923076915,42335,7527.8,15534,7.718037135278516,0.007163255232228895,31790.478461538463,2.175386986696593
90303,0,0,1,0,2,0,0,0,0,2,0,0,0,5,2,0,2,2,5,0,0,19,3,0,0,4,0,0,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,19,3,0,0,0,30,0,633.8666666666667,4.0299999999999985,1.5454545454545454,5600.4,24693,11088.8,7524,6.228181818181816,0.025669892952118686,44687.86399999998,2.1322850435261214
91501,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,13,0,0,0,5,10,3,199.94444444444446,3.1166666666666663,2.25,12447.5,20300,5116.8,8296,7.012499999999999,0.009849480021893816,15947.359999999999,2.304346757369637
90014,0,0,0,0,4,0,0,0,0,12,0,0,0,4,1,0,1,1,0,0,0,25,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,16,0,2,0,0,0,20,0,0,0,10,22,3,343.45714285714286,4.420000000000001,1.7777777777777777,724.2285714285713,8335,29433.5,6115,7.857777777777779,0.041206615819693204,130096.07000000002,2.7228970027829225
90028,0,0,1,0,8,0,0,0,0,22,0,0,0,7,6,0,3,4,3,0,1,49,2,0,0,3,0,0,1,6,6,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,26,0,4,2,0,0,51,2,0,0,5,63,1,828.5362318840581,4.221739130434783,2.1020408163265305,1864.2318840579708,30734,20162.9,19555,8.874267968056788,0.026958294783759294,85122.5039130435,2.8056072683042492
90260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,7,1,424.0,3.6000000000000005,1.0,4860.875,35161,13119.5,11091,3.6000000000000005,0.01205881516452888,47230.200000000004,2.0976558760850827
90806,0,0,1,0,0,0,0,0,0,5,0,1,0,2,4,0,0,3,1,0,1,30,3,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,20,2,0,0,2,34,2,328.8684210526316,4.168421052631579,1.4347826086956519,8389.0,42817,12439.6,13323,5.9807780320366115,0.00768079083197402,51853.490526315785,2.1688992853875315
90094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,2,10.5,3.0,,3688.5,9368,15366.1,4668,,0.0011208368915456874,46098.3,1.9027422843880786
90023,0,1,2,0,0,0,0,0,0,7,0,3,0,1,3,0,1,1,0,1,1,28,2,1,0,5,0,0,0,1,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,24,1,0,0,7,30,2,395.7179487179488,4.182051282051282,1.25,1253.8974358974358,46780,11074.4,12038,5.227564102564103,0.008459126736168209,46313.70871794872,2.252753426060104
91732,0,1,1,0,1,0,1,0,0,4,0,1,0,0,2,0,0,0,0,1,0,17,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,2,0,0,4,18,1,193.0,4.4,1.1428571428571428,13488.869565217392,63572,13770.4,16565,5.0285714285714285,0.003035927766941421,60589.76,2.1188945578031753
91746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,2,61.0,2.5500000000000003,1.0,14063.333333333336,30708,5513.4,6908,2.5500000000000003,0.0019864530415526897,14059.17,1.8203464609637965
