zipcode,total_art_gallery,total_atm,total_bakery,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_cafe,total_car_dealer,total_car_repair,total_car_wash,total_clothing_store,total_convenience_store,total_department_store,total_drugstore,total_electronics_store,total_finance,total_florist,total_food,total_funeral_home,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_jewelry_store,total_laundry,total_liquor_store,total_local_government_office,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_night_club,total_park,total_parking,total_pet_store,total_pharmacy,total_restaurant,total_school,total_shoe_store,total_shopping_mall,total_spa,total_storage,total_store,total_supermarket,total_tourist_attraction,total_travel_agency,total_open_now_False,total_open_now_True,total_open_now_nan,mean_price_level,population,population_density_square_miles,housing_units,home_price_to_income_ratios,price_level*rating,rating_weighed_population_density,log_mean_user_ratings_total,log_mean_rating,log_user_ratings_total_per_capita
11411,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,0,0,0,19,0,1,0,0,3,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,15,0,1,1,0,0,14,1,0,0,1,24,1,1.3,20759,17772.7,6482,4.6047165590848085,4.465000000000001,61042.38884615385,5.14682341091197,1.2339049498609713,-4.793911755650825
11358,0,0,4,1,0,0,0,14,0,0,0,2,4,0,3,3,0,0,43,0,3,1,0,3,0,2,3,5,0,0,1,0,0,0,4,4,0,1,0,0,0,0,25,0,0,0,0,0,31,1,0,0,3,50,0,1.6,37190,19084.4,13993,11.380786039407823,6.738113207547172,80370.52981132078,5.252668489780163,1.4377763169550342,-5.2711266971389525
10036,0,0,4,14,0,0,0,22,0,0,0,10,3,0,2,3,0,0,44,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0,2,0,0,0,42,0,1,0,1,59,0,2.04,27428,62443.4,19779,10.625870170553428,8.619000000000002,263823.36500000005,7.281741186508124,1.4410192608091372,-2.937578481896131
11367,0,0,1,0,0,0,0,3,0,0,0,3,2,0,2,1,0,0,27,0,0,0,0,6,0,1,2,2,0,0,2,0,0,0,8,3,0,0,0,0,0,1,18,0,0,0,0,0,21,2,0,0,5,31,1,1.2142857142857142,41824,17756.9,15802,8.280254777070066,5.116409266409266,74818.93810810811,5.692548437321442,1.4382968634195064,-4.948677179102506
11203,0,0,5,3,0,0,0,11,0,4,0,2,4,1,2,1,0,0,36,0,2,0,0,2,0,3,2,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,30,1,0,0,7,41,2,1.4642857142857142,75451,35174.8,30926,8.725159428203678,5.845428571428571,140417.8016,5.571317180213676,1.3842923584492175,-5.6599215377049585
11422,0,0,1,5,0,0,0,2,0,0,0,2,1,0,1,0,0,0,20,0,3,0,0,3,0,1,1,5,0,0,1,0,0,0,1,1,0,3,0,0,0,0,15,0,1,0,0,0,13,1,0,0,1,24,1,1.5882352941176472,32082,16006.8,10356,4.918473693057657,6.236877828054299,62857.472307692304,5.976253286415052,1.3678561871491377,-4.399797117761734
10455,0,1,5,1,0,0,0,10,0,0,0,4,1,2,1,4,2,0,35,0,5,0,0,2,0,2,3,6,1,0,0,0,1,0,14,3,0,0,0,0,0,1,31,0,0,0,0,0,32,1,0,0,4,47,2,1.4193548387096775,42283,59295.0,15066,12.312973396515055,5.647961046865491,235949.3490566038,5.277440577641124,1.3810921739326072,-5.374699815360357
11354,0,0,4,3,0,0,0,10,0,0,0,4,0,4,0,2,1,0,29,0,5,0,0,3,0,1,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,2,0,0,0,24,1,0,0,4,38,0,1.6774193548387095,55200,25342.4,22500,11.727058823529413,6.8814132104454675,103964.17904761905,6.217128728487187,1.4115675252505155,-4.701589503777999
10004,0,0,5,14,0,0,0,17,0,0,0,4,3,0,0,1,1,0,44,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,1,2,0,0,0,0,0,0,27,0,1,0,0,0,30,0,0,0,7,44,0,2.0,3028,5622.9,2139,10.406926956135619,7.964705882352942,22392.372352941176,5.992052609459536,1.3818728358620134,-2.023605005097803
11238,1,0,2,9,0,1,0,12,0,0,0,2,0,0,0,0,0,1,41,0,1,0,0,5,0,3,0,4,0,0,7,0,2,0,3,2,0,1,0,0,0,0,24,0,0,0,0,0,31,4,0,0,10,40,2,1.6875,54540,49287.9,26697,10.375027808025104,7.1621394230769235,209189.22173076926,5.5103221888359215,1.4455605946812635,-5.396367467563659
10010,0,0,1,9,0,0,0,16,0,1,0,2,9,0,5,1,2,0,45,0,2,0,0,1,0,2,5,5,0,0,3,0,0,0,0,0,0,2,0,0,0,1,21,0,0,0,0,0,34,0,0,0,3,50,0,2.024390243902439,33730,88379.6,18535,6.68402262493322,8.189231477220433,357520.49509433965,6.24829830701178,1.397551515644525,-4.177844621043916
10022,0,0,3,10,0,0,0,20,0,0,0,9,8,4,2,3,0,0,52,0,3,0,0,0,0,1,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,2,0,0,0,40,0,0,0,1,63,0,2.2115384615384617,31125,72810.3,24206,6.858595037048528,8.92563100961539,293857.82015625015,6.33779318336757,1.3952386167421233,-4.007973450399438
11377,0,0,8,1,0,0,0,15,0,1,0,1,6,0,2,3,0,0,45,0,6,0,0,4,0,2,3,8,0,0,0,0,1,0,11,0,0,0,0,0,0,1,30,0,0,0,0,0,34,1,0,0,3,51,1,1.5263157894736843,86421,34068.8,33753,9.273811611997894,6.371674641148326,142221.7541818182,5.382324234517368,1.4290054792129405,-5.984661746297118
10472,0,0,4,4,0,0,0,6,0,0,0,3,4,0,3,0,1,0,32,0,1,0,0,3,0,2,3,1,0,0,4,0,0,0,9,0,0,0,0,0,0,0,25,0,1,0,0,0,25,2,0,0,3,41,1,1.4615384615384617,68796,65283.5,23392,14.588242889886045,5.777948717948719,258087.43666666668,5.5434398245810215,1.3745591049014698,-5.595461058115362
11379,0,0,4,1,0,0,0,6,0,0,0,2,5,0,2,3,0,0,32,0,2,0,0,2,0,1,2,3,0,0,2,0,0,0,11,2,0,0,0,0,0,0,22,0,0,0,0,0,24,2,0,0,3,39,1,1.4482758620689655,37851,18243.3,14614,7.803764836571318,5.884041700080189,74118.70953488369,4.949584224774861,1.4018701014464479,-5.59182845382099
10006,0,0,2,7,0,0,0,11,0,0,0,4,1,2,0,2,1,0,30,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,4,0,0,0,0,1,0,22,0,1,0,0,0,26,0,0,0,3,37,5,1.9310344827586208,3454,37014.1,2343,6.470354609929077,7.625440613026822,146164.56822222227,5.8188952817567055,1.3734342453902861,-2.3283929769499183
11232,0,0,4,5,0,0,0,13,0,1,0,2,0,2,0,1,1,1,36,0,2,0,1,1,0,3,0,4,1,0,3,0,0,0,13,0,0,0,0,0,0,0,29,0,1,0,0,0,33,1,0,0,12,39,1,1.2962962962962965,27602,23174.4,9287,12.453010006883039,5.6438746438746445,100897.7723076923,6.034238481507328,1.4710596277476005,-4.191405031340658
11421,0,0,3,2,0,0,0,5,0,0,0,2,3,0,1,1,1,0,30,0,2,0,1,1,0,1,1,3,1,0,2,0,0,0,12,0,0,0,0,0,0,0,24,0,1,0,0,0,25,0,0,0,5,37,2,1.3636363636363635,41002,31780.5,12746,6.627258346515694,5.733471074380164,133622.5568181818,5.013661015012793,1.4361661911600636,-5.6077151099717275
11231,0,0,2,8,0,0,0,16,0,0,0,1,2,0,2,1,0,0,42,0,2,0,0,3,0,1,2,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,28,1,0,0,0,0,33,1,0,0,13,41,1,1.6896551724137931,37845,26621.3,16878,12.659036252781574,7.498996865203761,118150.16963636361,5.938159661448688,1.4902447921664432,-4.60309448829458
11216,0,1,3,1,0,0,0,15,0,0,0,2,3,0,1,1,2,2,40,0,3,0,0,2,0,4,1,7,0,0,4,0,2,0,5,1,0,0,0,0,0,0,24,0,0,0,0,0,35,2,0,0,12,42,0,1.4285714285714286,56308,60233.5,27273,17.566793737013462,6.105820105820105,257442.4407407407,5.45966431324589,1.45256748806967,-5.478927586701966
10456,0,0,1,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,37,0,1,0,0,10,0,0,0,1,1,0,3,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,25,5,0,0,1,39,5,1.2,94218,92585.0,32349,12.735187781303035,4.901333333333334,378158.28888888896,4.91868243514089,1.4071857201512672,-6.534684089972118
11209,0,0,8,8,0,1,0,18,0,1,0,3,7,1,5,3,1,0,44,0,3,0,0,0,0,3,5,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0,28,0,0,0,0,0,36,0,0,0,3,52,2,1.7727272727272727,67809,31953.0,33223,10.421218574549881,7.4610047846889955,134482.88947368422,5.88907233123791,1.4371709020110988,-5.2353778772437884
11206,0,0,4,5,0,0,0,15,0,0,0,7,3,1,1,4,0,1,41,0,2,0,0,1,0,1,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,1,0,0,0,34,0,0,0,7,47,1,1.5666666666666669,88349,61590.7,32775,17.99802219536315,6.713878787878786,263944.1452727271,5.254935279604071,1.455226624709614,-6.134114879460586
11228,0,0,3,1,0,0,0,6,0,1,0,3,2,0,2,1,0,1,33,0,1,0,0,6,0,0,2,1,0,0,4,0,0,0,12,2,0,0,0,0,0,2,24,0,0,0,0,0,29,0,0,0,9,33,3,1.4761904761904765,44994,30556.6,16476,12.731368997658699,5.986772486772489,123923.98888888891,4.91608038455908,1.4000876832522267,-5.798204041970365
11211,0,0,7,11,0,0,0,19,0,0,0,5,1,0,1,3,2,0,43,0,1,0,0,3,1,1,3,4,2,0,1,0,0,0,3,1,0,0,0,0,0,0,28,0,1,0,0,0,39,2,0,0,6,52,1,1.805555555555556,102624,44382.0,42322,14.080730080730081,7.89241996233522,194001.99661016953,5.502088028723871,1.4750344689815797,-6.036739073769011
10021,0,0,2,11,0,0,0,17,0,0,0,4,5,1,3,1,0,0,49,0,0,0,0,0,0,1,3,1,0,0,4,0,0,0,2,1,0,0,0,0,0,1,30,0,0,0,0,0,35,0,0,0,2,57,1,2.1111111111111107,46215,121297.4,30729,10.470119791358453,8.940555555555557,513694.4890000001,5.434667698892607,1.443383328104018,-5.306392000806271
11218,0,0,3,3,0,1,0,14,0,1,0,2,5,0,2,0,0,1,45,0,0,0,0,5,0,5,2,4,0,0,1,0,0,0,7,1,0,0,0,0,0,0,27,0,0,0,0,0,33,1,0,0,11,42,1,1.6176470588235294,74508,52159.7,26025,10.82042786141324,6.5484749455337665,211150.19296296287,5.088967137366163,1.3982595291781634,-6.12969464378673
10005,0,0,2,5,0,0,0,14,0,0,0,7,3,2,0,2,0,0,37,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,0,0,0,0,1,0,21,0,2,0,0,0,30,0,0,0,10,36,4,1.7575757575757576,8831,121496.4,5585,8.165784934201799,6.724484848484851,464845.22640000016,5.343481918502411,1.3418198710180615,-3.742541618966392
10040,0,0,3,6,0,0,0,6,0,0,0,2,2,0,1,3,0,1,31,0,3,0,0,3,0,1,1,6,0,0,2,0,0,0,8,2,0,1,0,0,0,0,22,0,1,0,0,0,26,0,0,0,1,40,3,1.48,44571,116782.2,17282,8.369221630566221,5.748454545454546,453592.6813636364,5.135397287081655,1.3568889562032842,-5.5694414152238085
11109,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,4,0,0,0,1,6,1,2.0,5981,120172.5,4066,5.366444579043004,8.5,510733.125,6.367114570136961,1.4469189829363254,-2.329228486907596
10038,0,0,5,11,0,0,0,16,0,0,0,5,5,0,2,3,0,0,45,0,0,0,0,1,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,28,0,3,0,0,0,37,1,0,0,7,50,0,1.8536585365853657,22800,76365.6,11720,9.149643263845313,7.739837398373982,318859.8736842105,5.7303845453413045,1.4292194058369245,-4.3041312696012275
11694,0,0,4,2,0,2,0,5,0,0,0,1,2,0,0,1,0,0,32,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0,20,0,0,0,0,0,26,0,0,0,8,34,3,1.5294117647058822,21354,15980.5,9492,8.043123888559574,6.556078431372548,68503.07666666666,4.641609256179496,1.4555094301413636,-5.327385098558752
11362,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,3,2,0,20,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,14,0,1,0,0,0,18,1,0,0,3,24,3,1.8823529411764703,18721,7397.8,7484,5.847395862532937,7.272156862745097,28580.167333333335,5.121977881431629,1.3515303686835507,-4.715423285976639
11234,0,0,7,3,0,0,0,16,0,1,0,4,8,0,7,2,1,0,46,0,4,0,0,0,0,2,7,7,0,0,0,0,0,0,13,1,0,0,0,0,0,0,32,1,0,1,0,0,35,0,0,0,6,49,0,1.6744186046511629,95666,12910.5,33947,6.836693325470829,6.785961945031715,52322.735454545465,6.2197222714447475,1.3993900551593526,-5.248895965963505
11220,0,0,7,0,0,0,0,15,0,0,0,4,3,1,2,2,0,0,38,0,1,0,1,1,0,1,2,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,30,0,4,0,0,0,34,1,0,0,1,52,3,1.5263157894736843,95643,54809.2,30370,17.583211198198768,6.356015037593984,228241.16857142854,5.48642571892515,1.4265447637411879,-5.981952069783764
10019,0,1,2,9,0,0,0,20,0,0,0,10,9,0,1,1,1,0,55,0,1,0,0,3,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,0,0,0,0,0,38,3,0,0,0,60,1,2.04,43703,62718.5,33077,9.28536015298534,8.317180327868853,255706.40901639345,6.247947743624116,1.4053734866360477,-4.4372242849888535
11213,0,0,4,1,0,0,0,7,0,0,0,1,1,0,1,1,1,0,37,0,5,0,0,10,0,3,1,5,1,0,1,0,0,0,7,3,0,0,0,0,0,1,25,0,1,0,0,0,26,4,0,0,6,39,1,1.318181818181818,66295,60798.8,27467,18.61184368257013,5.519169960474309,254561.9321739131,5.361904348158908,1.4319741028749304,-5.739965410389911
10462,0,0,5,3,0,0,0,12,0,0,0,4,5,2,4,2,1,0,39,0,4,0,0,1,0,2,5,4,2,0,1,0,0,0,13,2,0,0,0,0,0,1,29,0,2,0,0,0,31,1,0,0,4,47,1,1.5,76756,52066.9,31120,5.724207674254424,5.930769230769233,205864.51230769238,6.134981970633872,1.374688814999583,-5.1134048676557615
10301,0,0,4,7,0,0,1,10,0,2,0,2,7,0,2,0,0,0,40,0,2,0,0,6,0,1,2,3,0,0,2,0,0,0,3,2,0,1,0,0,0,0,25,0,1,0,0,0,27,1,0,0,3,45,0,1.5833333333333333,38733,10918.0,16366,8.146661409985304,6.669791666666667,45992.075000000004,5.1702472245859985,1.4380562956784801,-5.39420000425683
11372,0,0,8,6,0,0,0,16,0,1,0,5,10,1,6,1,1,0,46,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,32,0,0,0,2,52,1,1.6216216216216215,61844,83481.2,26057,5.764148768245748,6.4009828009828,329523.064,5.803600385693049,1.3730248916517753,-5.228769978529436
11412,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,9,0,0,0,0,0,9,1,0,0,0,15,3,1.25,37458,22742.1,11871,5.440859941159239,4.305555555555555,78333.9,4.782851363225544,1.236762627148927,-5.748124221064256
10013,1,0,3,5,0,0,0,21,0,0,0,9,3,1,1,1,0,0,48,0,0,0,0,1,0,2,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,2,26,0,1,0,0,0,41,1,0,0,9,54,1,2.148936170212766,28709,52176.5,14144,18.96778323628156,9.072539893617021,220282.66093749998,5.791488055075306,1.4402793421664266,-4.473477886363874
10304,0,1,3,4,0,0,0,8,0,0,0,2,2,1,0,0,1,0,35,0,0,0,0,7,0,2,0,2,1,0,6,0,0,0,7,2,0,1,0,0,0,0,23,0,1,0,0,0,27,2,0,0,4,43,0,1.75,41064,11014.6,15972,9.03082434529397,7.5510638297872354,47526.82723404256,5.146132837684957,1.4620726700069697,-5.476754266555182
10009,0,0,2,9,0,1,0,12,0,0,0,4,2,0,1,1,1,0,37,0,1,0,0,2,0,4,2,3,0,0,4,0,1,0,1,1,0,1,0,0,0,0,25,0,0,0,0,0,31,1,0,0,3,47,0,2.074074074074074,57925,93905.6,31293,9.883343081822318,9.084444444444442,411306.52799999993,5.064618301294311,1.4770487243883546,-5.902286048006267
11428,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,2,1,0,24,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,9,0,0,1,0,0,0,0,20,0,0,0,0,0,14,2,0,0,5,23,2,1.2142857142857142,18929,22762.2,5973,6.4071425663848895,4.796428571428572,89910.69000000002,4.882801922586371,1.3737155789130306,-4.965648494019849
10003,0,0,2,11,0,0,1,29,0,0,0,5,7,1,5,3,3,1,56,0,2,0,0,2,0,1,7,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,47,2,0,0,2,63,0,2.0769230769230766,54682,94859.6,30876,8.928842157833248,8.470650887573964,386881.23015384615,6.607086681356932,1.4057198433993427,-4.302203185256822
11357,0,0,5,2,0,0,0,10,0,0,0,1,6,0,3,0,0,1,37,0,1,0,1,0,0,1,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,26,0,1,0,0,0,24,0,0,0,6,38,1,1.68,39902,14196.3,15973,8.086860192255006,6.996266666666666,59119.702666666664,5.0330488889331555,1.4265828800340021,-5.561132838001851
11366,0,0,2,0,0,0,0,3,0,0,0,1,3,1,2,1,1,0,23,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,4,1,0,0,0,0,0,1,16,0,1,0,0,0,18,1,0,0,5,26,0,1.7894736842105263,14650,13403.3,5028,9.231548297252816,7.400339558573853,55429.13096774193,5.446320154498725,1.4196043400014233,-4.145875459946488
11104,0,0,5,4,0,0,0,10,0,0,0,0,6,0,3,2,1,0,43,0,1,0,0,6,0,2,3,1,0,0,1,0,1,0,5,1,0,0,0,0,0,1,25,0,0,0,0,0,30,1,0,0,0,50,1,1.7058823529411764,26119,67304.0,12690,7.803293672167001,6.823529411764704,269215.99999999994,5.415141336783682,1.3862943611198904,-4.755276961034599
10306,0,0,5,3,0,0,0,9,0,2,0,3,3,2,1,0,1,0,34,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,25,0,0,0,0,0,20,0,0,0,3,38,0,1.78125,53142,7109.4,21594,6.043811031934547,7.420426829268295,29616.720000000005,5.541741670914606,1.426921214650162,-5.338981184123032
10002,0,0,3,9,0,0,1,24,0,1,0,7,3,2,2,2,0,1,48,0,2,0,0,3,0,0,5,3,0,0,1,0,0,0,0,3,0,1,0,0,0,1,29,0,0,0,0,0,41,2,0,0,8,52,0,1.75,74993,85369.8,35724,18.55043364287905,7.487083333333336,365240.4610000002,6.572399086019121,1.4535635256549944,-4.6527509688101665
11103,0,0,6,5,0,0,0,14,0,0,0,2,4,0,3,3,2,0,44,0,3,0,0,4,0,0,5,5,1,0,0,0,0,0,6,0,0,0,0,0,0,1,26,0,0,0,0,0,35,1,0,0,5,50,0,1.7894736842105263,36140,50794.4,18016,11.095090779288045,7.63617224880383,216753.55781818187,5.377464568480865,1.4509749176245073,-5.117690995665355
11414,0,0,3,3,0,0,0,5,0,0,0,1,2,0,2,1,1,0,27,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,4,1,0,0,0,0,1,1,21,0,0,0,0,0,19,0,0,0,1,35,1,1.7741935483870968,29219,12637.7,11409,7.038577489950871,7.403661726242372,52736.780540540545,6.245006222960294,1.4286287249464513,-4.037568238623932
11201,0,0,3,8,0,0,1,19,0,0,0,6,7,1,5,1,2,1,47,0,2,0,0,2,0,2,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,1,0,0,0,39,1,0,0,5,53,0,1.9583333333333333,62823,44643.3,30741,7.327434477903293,7.819827586206896,178265.3151724138,6.2546905091729545,1.384568735152421,-4.793386018271307
11426,0,0,0,2,0,0,0,3,0,0,0,2,1,0,1,3,0,0,18,0,1,0,0,4,0,0,1,1,0,0,2,0,0,0,3,1,0,1,0,0,0,0,11,0,0,0,0,0,17,3,0,0,0,27,1,1.5833333333333333,20801,15418.1,6584,6.111280024323503,6.79702380952381,66187.70071428573,5.225554642987695,1.4569525119259035,-4.717201698469133
10309,0,0,8,4,0,0,0,9,0,1,0,5,3,3,2,1,0,1,36,0,4,0,1,5,0,2,2,8,1,0,1,0,0,0,2,1,0,2,0,0,0,1,24,0,1,1,0,0,30,1,0,0,1,45,1,1.5483870967741935,33531,5037.6,11875,5.526532590259269,6.3978037062457105,20814.93446808511,5.396138897039593,1.418740954147166,-5.024086766014128
11361,0,0,6,9,0,0,0,14,0,2,0,1,6,0,3,4,2,0,43,0,3,0,0,1,0,1,3,4,1,0,2,0,0,0,0,2,0,2,0,0,0,0,30,0,0,0,0,0,32,1,0,0,4,53,0,1.6578947368421053,27246,15432.4,11086,7.9464878270285375,6.872991689750695,63976.774035087736,5.696622399463363,1.4220509163583124,-4.516039600862643
11239,0,0,6,5,0,0,0,5,0,1,0,5,1,3,1,4,0,0,21,0,5,0,1,2,1,1,1,8,1,0,1,0,0,0,1,4,0,0,0,0,0,0,17,0,2,0,0,0,25,0,0,0,0,37,0,1.6129032258064515,13244,21455.7,6962,18.425324675324678,6.102877070619006,81183.72972972975,6.825195893616747,1.33072450996508,-2.6661040050503897
10458,0,1,6,2,0,0,0,16,0,1,0,5,3,0,2,3,1,0,42,0,2,0,0,2,0,0,2,6,1,0,1,0,0,0,11,1,0,0,0,0,0,0,27,0,0,0,0,0,36,1,0,0,8,46,2,1.5833333333333333,83960,83517.6,29042,11.299068725686666,6.497321428571426,342720.437142857,5.912150740388256,1.4118576746795057,-5.425945033546313
10470,0,0,3,4,0,0,0,3,0,1,0,2,2,0,1,1,0,0,23,1,0,0,0,2,0,1,1,1,0,0,2,0,0,0,9,3,0,1,0,0,0,0,18,0,0,0,0,0,23,1,0,0,5,31,2,1.2857142857142858,15432,10792.2,6404,7.424772568229531,4.757142857142858,39931.14000000001,4.582547797425474,1.308332819650179,-5.061650757160091
